"primary_spa_name","primary_spa_city","competitor_rank","competitor_name","competitor_review_count","competitor_star_rating","competitor_distance_miles","competitor_gbp_url"
"Lux Medical OC","Irvine","2","Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","223","4.9","0.15","https://www.google.com/maps/search/?api=1&query=Concierge%20Aesthetics%C2%AE%20-%20Botox%2C%20Dysport%2C%20CoolPeel%2C%20Juvederm%2C%20Laser%2C%20Morpheus8%2C%20Restylane%2C%20Xeomin&query_place_id=ChIJqTe8ka_d3IARlAo4xe__WRQ"
"Lux Medical OC","Irvine","3","Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","113","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Suncare%20Medspa-%E5%B0%94%E6%B9%BE%E6%9C%80%E5%A5%BD%E7%9A%84%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83%20Botox%20%E6%B3%A8%E5%B0%84%E7%BE%8E%E5%AE%B9%20%E6%BA%B6%E8%84%82%E6%B3%A8%E5%B0%84%20%E6%B0%B4%E5%85%89%E9%92%88%20%E7%9A%AE%E7%A7%92%E6%BF%80%E5%85%89%20%E7%83%AD%E7%8E%9B%E5%90%89%20%E8%B6%85%E5%A3%B0%E5%88%80%E6%8F%90%E5%8D%87%20%E5%85%89%E5%AD%90%E5%AB%A9%E8%82%A4%20%E7%8E%BB%E5%B0%BF%E9%85%B8%E5%A1%AB%E5%85%85%20%E6%8A%97%E8%A1%B0%E8%80%81%20%E6%B4%9B%E6%9D%89%E7%9F%B6FDA%E8%AE%A4%E8%AF%81%E5%8C%BB%E7%96%97%E7%BE%8E%E5%AE%B9%20Irvine%20CA%20%E6%A9%99%E5%8E%BF%E9%A1%B6%E7%BA%A7%E5%8C%BB%E5%AD%A6%E7%BE%8E%E5%AE%B9%E8%AF%8A%E6%89%80%20%E6%8E%A8%E8%8D%90&query_place_id=ChIJNUreAuHd3IARI1Hr-gBPsJs"
"Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","Irvine","1","Amoderm Cosmetic and Wellness Medical Center","690","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Amoderm%20Cosmetic%20and%20Wellness%20Medical%20Center&query_place_id=ChIJ0Xyd82nd3IAR9uGj12YUz2c"
"Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","Irvine","2","Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","223","4.9","0.01","https://www.google.com/maps/search/?api=1&query=Concierge%20Aesthetics%C2%AE%20-%20Botox%2C%20Dysport%2C%20CoolPeel%2C%20Juvederm%2C%20Laser%2C%20Morpheus8%2C%20Restylane%2C%20Xeomin&query_place_id=ChIJqTe8ka_d3IARlAo4xe__WRQ"
"Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","Irvine","3","Lux Medical OC","99","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Lux%20Medical%20OC&query_place_id=ChIJ3bUq4mnd3IARb4wKkpGGmV8"
"Deluxe Med Spa & Wellness","Irvine","1","BioSpa","410","4.9","0.89","https://www.google.com/maps/search/?api=1&query=BioSpa&query_place_id=ChIJif-B4Vre3IARn0BOG1z4sh0"
"Deluxe Med Spa & Wellness","Irvine","2","Beyond Beauty Medical Spa","221","5.0","0.37","https://www.google.com/maps/search/?api=1&query=Beyond%20Beauty%20Medical%20Spa&query_place_id=ChIJq6qa9KJp6oARVxADo4g50HY"
"Deluxe Med Spa & Wellness","Irvine","3","Dr HIFU Aesthetics","137","5.0","0.92","https://www.google.com/maps/search/?api=1&query=Dr%20HIFU%20Aesthetics&query_place_id=ChIJLVNgiXBUjQIRIPXargnnobg"
"Complete Care Medical Spa","Irvine","1","Masters Medspa","155","5.0","0.89","https://www.google.com/maps/search/?api=1&query=Masters%20Medspa&query_place_id=ChIJgWOB463d3IARHjX70ZRUtEQ"
"Complete Care Medical Spa","Irvine","2","South Coast Plastic Surgery","60","4.8","0.07","https://www.google.com/maps/search/?api=1&query=South%20Coast%20Plastic%20Surgery&query_place_id=ChIJq2nviKrd3IARJ6EBADW7eTw"
"Complete Care Medical Spa","Irvine","3","One Beauty Aesthetics - Irvine","43","4.8","0.57","https://www.google.com/maps/search/?api=1&query=One%20Beauty%20Aesthetics%20-%20Irvine&query_place_id=ChIJvWLAEEPd3IAR__sB1-RVdEI"
"Amoderm Cosmetic and Wellness Medical Center","Irvine","1","Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","223","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Concierge%20Aesthetics%C2%AE%20-%20Botox%2C%20Dysport%2C%20CoolPeel%2C%20Juvederm%2C%20Laser%2C%20Morpheus8%2C%20Restylane%2C%20Xeomin&query_place_id=ChIJqTe8ka_d3IARlAo4xe__WRQ"
"Amoderm Cosmetic and Wellness Medical Center","Irvine","2","Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","113","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Suncare%20Medspa-%E5%B0%94%E6%B9%BE%E6%9C%80%E5%A5%BD%E7%9A%84%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83%20Botox%20%E6%B3%A8%E5%B0%84%E7%BE%8E%E5%AE%B9%20%E6%BA%B6%E8%84%82%E6%B3%A8%E5%B0%84%20%E6%B0%B4%E5%85%89%E9%92%88%20%E7%9A%AE%E7%A7%92%E6%BF%80%E5%85%89%20%E7%83%AD%E7%8E%9B%E5%90%89%20%E8%B6%85%E5%A3%B0%E5%88%80%E6%8F%90%E5%8D%87%20%E5%85%89%E5%AD%90%E5%AB%A9%E8%82%A4%20%E7%8E%BB%E5%B0%BF%E9%85%B8%E5%A1%AB%E5%85%85%20%E6%8A%97%E8%A1%B0%E8%80%81%20%E6%B4%9B%E6%9D%89%E7%9F%B6FDA%E8%AE%A4%E8%AF%81%E5%8C%BB%E7%96%97%E7%BE%8E%E5%AE%B9%20Irvine%20CA%20%E6%A9%99%E5%8E%BF%E9%A1%B6%E7%BA%A7%E5%8C%BB%E5%AD%A6%E7%BE%8E%E5%AE%B9%E8%AF%8A%E6%89%80%20%E6%8E%A8%E8%8D%90&query_place_id=ChIJNUreAuHd3IARI1Hr-gBPsJs"
"Amoderm Cosmetic and Wellness Medical Center","Irvine","3","Lux Medical OC","99","4.9","0.05","https://www.google.com/maps/search/?api=1&query=Lux%20Medical%20OC&query_place_id=ChIJ3bUq4mnd3IARb4wKkpGGmV8"
"Supreme Beauty Life Spa / Supreme Skincare Aesthetics","Irvine","1","South Coast Plastic Surgery","60","4.8","2.39","https://www.google.com/maps/search/?api=1&query=South%20Coast%20Plastic%20Surgery&query_place_id=ChIJq2nviKrd3IARJ6EBADW7eTw"
"Supreme Beauty Life Spa / Supreme Skincare Aesthetics","Irvine","2","NuGlow Wellness Med Spa","29","4.9","1.42","https://www.google.com/maps/search/?api=1&query=NuGlow%20Wellness%20Med%20Spa&query_place_id=ChIJh7_mSdjd3IARkP8EQeLB0NY"
"Supreme Beauty Life Spa / Supreme Skincare Aesthetics","Irvine","3","Bloom Medical Aesthetics","16","3.8","0.09","https://www.google.com/maps/search/?api=1&query=Bloom%20Medical%20Aesthetics&query_place_id=ChIJm9EWJcDc3IARFVOT-SbSOA0"
"NuBella Med Spa","Irvine","1","Skinsation OC","112","4.9","0.3","https://www.google.com/maps/search/?api=1&query=Skinsation%20OC&query_place_id=ChIJC7Zm4qjf3IARHKvJGaXsi0g"
"NuBella Med Spa","Irvine","2","Skinspire Laser&Skin Clinic 久时美黛医美中心 - Irvine","86","4.9","0.67","https://www.google.com/maps/search/?api=1&query=Skinspire%20Laser%26Skin%20Clinic%20%E4%B9%85%E6%97%B6%E7%BE%8E%E9%BB%9B%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83%20-%20Irvine&query_place_id=ChIJb3SBIvAr3YARTm_1WVDGlZE"
"NuBella Med Spa","Irvine","3","LA Queen Med Spa","83","4.9","1.61","https://www.google.com/maps/search/?api=1&query=LA%20Queen%20Med%20Spa&query_place_id=ChIJ8QFWfqDd3IAR7gqxcx4n4sE"
"Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","Irvine","1","Amoderm Cosmetic and Wellness Medical Center","690","4.9","0.14","https://www.google.com/maps/search/?api=1&query=Amoderm%20Cosmetic%20and%20Wellness%20Medical%20Center&query_place_id=ChIJ0Xyd82nd3IAR9uGj12YUz2c"
"Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","Irvine","2","Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","113","4.9","0.01","https://www.google.com/maps/search/?api=1&query=Suncare%20Medspa-%E5%B0%94%E6%B9%BE%E6%9C%80%E5%A5%BD%E7%9A%84%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83%20Botox%20%E6%B3%A8%E5%B0%84%E7%BE%8E%E5%AE%B9%20%E6%BA%B6%E8%84%82%E6%B3%A8%E5%B0%84%20%E6%B0%B4%E5%85%89%E9%92%88%20%E7%9A%AE%E7%A7%92%E6%BF%80%E5%85%89%20%E7%83%AD%E7%8E%9B%E5%90%89%20%E8%B6%85%E5%A3%B0%E5%88%80%E6%8F%90%E5%8D%87%20%E5%85%89%E5%AD%90%E5%AB%A9%E8%82%A4%20%E7%8E%BB%E5%B0%BF%E9%85%B8%E5%A1%AB%E5%85%85%20%E6%8A%97%E8%A1%B0%E8%80%81%20%E6%B4%9B%E6%9D%89%E7%9F%B6FDA%E8%AE%A4%E8%AF%81%E5%8C%BB%E7%96%97%E7%BE%8E%E5%AE%B9%20Irvine%20CA%20%E6%A9%99%E5%8E%BF%E9%A1%B6%E7%BA%A7%E5%8C%BB%E5%AD%A6%E7%BE%8E%E5%AE%B9%E8%AF%8A%E6%89%80%20%E6%8E%A8%E8%8D%90&query_place_id=ChIJNUreAuHd3IARI1Hr-gBPsJs"
"Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","Irvine","3","Lux Medical OC","99","4.9","0.15","https://www.google.com/maps/search/?api=1&query=Lux%20Medical%20OC&query_place_id=ChIJ3bUq4mnd3IARb4wKkpGGmV8"
"Dr HIFU Aesthetics","Irvine","1","NakedMD Med Spa Newport Beach","1638","4.9","0.76","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Newport%20Beach&query_place_id=ChIJmbn6_F7f3IARjeMK9NOGoFc"
"Dr HIFU Aesthetics","Irvine","2","BioSpa","410","4.9","0.18","https://www.google.com/maps/search/?api=1&query=BioSpa&query_place_id=ChIJif-B4Vre3IARn0BOG1z4sh0"
"Dr HIFU Aesthetics","Irvine","3","Forever Ageless Inc.","223","4.8","0.64","https://www.google.com/maps/search/?api=1&query=Forever%20Ageless%20Inc.&query_place_id=ChIJUTcbOlje3IARvpQyMPeRTuo"
"Enve California Aesthetics - Tustin","Tustin","1","Dream Med Spa","345","5.0","1.98","https://www.google.com/maps/search/?api=1&query=Dream%20Med%20Spa&query_place_id=ChIJFRm75oTb3IARlrAgMb4oJm0"
"Enve California Aesthetics - Tustin","Tustin","2","NuBella Med Spa","205","5.0","3.9","https://www.google.com/maps/search/?api=1&query=NuBella%20Med%20Spa&query_place_id=ChIJL_EjwCLd3IARAUtCEFswLSU"
"Enve California Aesthetics - Tustin","Tustin","3","Skinsation OC","112","4.9","4.0","https://www.google.com/maps/search/?api=1&query=Skinsation%20OC&query_place_id=ChIJC7Zm4qjf3IARHKvJGaXsi0g"
"Skinspire Laser&Skin Clinic 久时美黛医美中心 - Irvine","Irvine","1","NuBella Med Spa","205","5.0","0.67","https://www.google.com/maps/search/?api=1&query=NuBella%20Med%20Spa&query_place_id=ChIJL_EjwCLd3IARAUtCEFswLSU"
"Skinspire Laser&Skin Clinic 久时美黛医美中心 - Irvine","Irvine","2","Skinsation OC","112","4.9","0.38","https://www.google.com/maps/search/?api=1&query=Skinsation%20OC&query_place_id=ChIJC7Zm4qjf3IARHKvJGaXsi0g"
"Skinspire Laser&Skin Clinic 久时美黛医美中心 - Irvine","Irvine","3","La Luna Aesthetics","52","5.0","1.11","https://www.google.com/maps/search/?api=1&query=La%20Luna%20Aesthetics&query_place_id=ChIJK6IfnWzd3IAR08yhgg1lP40"
"South Coast Plastic Surgery","Irvine","1","Masters Medspa","155","5.0","0.91","https://www.google.com/maps/search/?api=1&query=Masters%20Medspa&query_place_id=ChIJgWOB463d3IARHjX70ZRUtEQ"
"South Coast Plastic Surgery","Irvine","2","Complete Care Medical Spa","63","4.9","0.07","https://www.google.com/maps/search/?api=1&query=Complete%20Care%20Medical%20Spa&query_place_id=ChIJ_dOw_bLd3IAR-rXNJPhTfM0"
"South Coast Plastic Surgery","Irvine","3","One Beauty Aesthetics - Irvine","43","4.8","0.5","https://www.google.com/maps/search/?api=1&query=One%20Beauty%20Aesthetics%20-%20Irvine&query_place_id=ChIJvWLAEEPd3IAR__sB1-RVdEI"
"Wave Plastic Surgery & Aesthetic Laser Center Costa Mesa","Costa Mesa","1","MeSO Medspa Newport Beach","341","4.8","1.71","https://www.google.com/maps/search/?api=1&query=MeSO%20Medspa%20Newport%20Beach&query_place_id=ChIJm7uRAYjf3IARG5HD1kp32TA"
"Wave Plastic Surgery & Aesthetic Laser Center Costa Mesa","Costa Mesa","2","Forever Ageless Inc.","223","4.8","1.7","https://www.google.com/maps/search/?api=1&query=Forever%20Ageless%20Inc.&query_place_id=ChIJUTcbOlje3IARvpQyMPeRTuo"
"Wave Plastic Surgery & Aesthetic Laser Center Costa Mesa","Costa Mesa","3","Grey Aesthetics","114","4.9","1.67","https://www.google.com/maps/search/?api=1&query=Grey%20Aesthetics&query_place_id=ChIJea9xFpVbM2cRB3LZn_y_WCY"
"New Look Skin Center","Irvine","1","Amoderm Cosmetic and Wellness Medical Center","690","4.9","1.23","https://www.google.com/maps/search/?api=1&query=Amoderm%20Cosmetic%20and%20Wellness%20Medical%20Center&query_place_id=ChIJ0Xyd82nd3IAR9uGj12YUz2c"
"New Look Skin Center","Irvine","2","Concierge Aesthetics® - Botox, Dysport, CoolPeel, Juvederm, Laser, Morpheus8, Restylane, Xeomin","223","4.9","1.09","https://www.google.com/maps/search/?api=1&query=Concierge%20Aesthetics%C2%AE%20-%20Botox%2C%20Dysport%2C%20CoolPeel%2C%20Juvederm%2C%20Laser%2C%20Morpheus8%2C%20Restylane%2C%20Xeomin&query_place_id=ChIJqTe8ka_d3IARlAo4xe__WRQ"
"New Look Skin Center","Irvine","3","Suncare Medspa-尔湾最好的医美中心 Botox 注射美容 溶脂注射 水光针 皮秒激光 热玛吉 超声刀提升 光子嫩肤 玻尿酸填充 抗衰老 洛杉矶FDA认证医疗美容 Irvine CA 橙县顶级医学美容诊所 推荐","113","4.9","1.1","https://www.google.com/maps/search/?api=1&query=Suncare%20Medspa-%E5%B0%94%E6%B9%BE%E6%9C%80%E5%A5%BD%E7%9A%84%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83%20Botox%20%E6%B3%A8%E5%B0%84%E7%BE%8E%E5%AE%B9%20%E6%BA%B6%E8%84%82%E6%B3%A8%E5%B0%84%20%E6%B0%B4%E5%85%89%E9%92%88%20%E7%9A%AE%E7%A7%92%E6%BF%80%E5%85%89%20%E7%83%AD%E7%8E%9B%E5%90%89%20%E8%B6%85%E5%A3%B0%E5%88%80%E6%8F%90%E5%8D%87%20%E5%85%89%E5%AD%90%E5%AB%A9%E8%82%A4%20%E7%8E%BB%E5%B0%BF%E9%85%B8%E5%A1%AB%E5%85%85%20%E6%8A%97%E8%A1%B0%E8%80%81%20%E6%B4%9B%E6%9D%89%E7%9F%B6FDA%E8%AE%A4%E8%AF%81%E5%8C%BB%E7%96%97%E7%BE%8E%E5%AE%B9%20Irvine%20CA%20%E6%A9%99%E5%8E%BF%E9%A1%B6%E7%BA%A7%E5%8C%BB%E5%AD%A6%E7%BE%8E%E5%AE%B9%E8%AF%8A%E6%89%80%20%E6%8E%A8%E8%8D%90&query_place_id=ChIJNUreAuHd3IARI1Hr-gBPsJs"
"Skin Medical Spa in San Diego | Skin Tightening | Cryo Fat Freezing | Lipo Cavitation","San Diego","1","SDBotox - Pacific Beach","784","4.9","1.32","https://www.google.com/maps/search/?api=1&query=SDBotox%20-%20Pacific%20Beach&query_place_id=ChIJVdWU0sYB3IARa0SbHLw5t9I"
"Skin Medical Spa in San Diego | Skin Tightening | Cryo Fat Freezing | Lipo Cavitation","San Diego","2","SlimmThicc Med Spa & Aesthetics","403","4.8","1.43","https://www.google.com/maps/search/?api=1&query=SlimmThicc%20Med%20Spa%20%26%20Aesthetics&query_place_id=ChIJHbQpq9MB3IARJiuylm85I2Y"
"Skin Medical Spa in San Diego | Skin Tightening | Cryo Fat Freezing | Lipo Cavitation","San Diego","3","Glowtox Aesthetics - Pacific Beach","202","5.0","2.17","https://www.google.com/maps/search/?api=1&query=Glowtox%20Aesthetics%20-%20Pacific%20Beach&query_place_id=ChIJNW6-ECoB3IARLUSslislnKM"
"Aesthetica Med Spa of San Diego","San Diego","1","The Laser Cafe Medical Spa","1355","5.0","0.7","https://www.google.com/maps/search/?api=1&query=The%20Laser%20Cafe%20Medical%20Spa&query_place_id=ChIJ49Oi1dxU2YARzyXeQgULShE"
"Aesthetica Med Spa of San Diego","San Diego","2","Gene Lee Skin Clinic","212","5.0","0.56","https://www.google.com/maps/search/?api=1&query=Gene%20Lee%20Skin%20Clinic&query_place_id=ChIJ3VAB3cFV2YARx37qnGzSwEw"
"Aesthetica Med Spa of San Diego","San Diego","3","Radiance Wellness","209","5.0","0.47","https://www.google.com/maps/search/?api=1&query=Radiance%20Wellness&query_place_id=ChIJjcnFG8ZU2YARTsXFXIBayi4"
"San Diego Aesthetics and Med Spa","La Mesa","1","Botoxie - North Park","478","4.9","5.92","https://www.google.com/maps/search/?api=1&query=Botoxie%20-%20North%20Park&query_place_id=ChIJCbN2PdlV2YARSdxaJoUV6CA"
"San Diego Aesthetics and Med Spa","La Mesa","2","Heavenly Aesthetics","173","5.0","6.19","https://www.google.com/maps/search/?api=1&query=Heavenly%20Aesthetics&query_place_id=ChIJGUxJzf_Lj4AR08t1VB4AYlA"
"San Diego Aesthetics and Med Spa","La Mesa","3","San Diego Cosmetic Laser Clinic","157","4.8","1.41","https://www.google.com/maps/search/?api=1&query=San%20Diego%20Cosmetic%20Laser%20Clinic&query_place_id=ChIJDSkiTotW2YAR9o6X2VI6Gx0"
"B Medical Spa and Wellness Center","San Diego","1","Avalon Laser | San Diego Botox Clinic","262","4.9","0.4","https://www.google.com/maps/search/?api=1&query=Avalon%20Laser%20%7C%20San%20Diego%20Botox%20Clinic&query_place_id=ChIJ6UoOClxT2YARB8ooOE-97PU"
"B Medical Spa and Wellness Center","San Diego","2","Radiance Wellness","209","5.0","0.13","https://www.google.com/maps/search/?api=1&query=Radiance%20Wellness&query_place_id=ChIJjcnFG8ZU2YARTsXFXIBayi4"
"B Medical Spa and Wellness Center","San Diego","3","Aesthetic Nurse Ashley | Aluma Medical","171","5.0","0.66","https://www.google.com/maps/search/?api=1&query=Aesthetic%20Nurse%20Ashley%20%7C%20Aluma%20Medical&query_place_id=ChIJpUv-ZeSr3oARxzL0BMlrZHc"
"Botoxie - North Park","San Diego","1","The Laser Cafe Medical Spa","1355","5.0","1.51","https://www.google.com/maps/search/?api=1&query=The%20Laser%20Cafe%20Medical%20Spa&query_place_id=ChIJ49Oi1dxU2YARzyXeQgULShE"
"Botoxie - North Park","San Diego","2","Citrus Aesthetics®","370","4.9","1.45","https://www.google.com/maps/search/?api=1&query=Citrus%20Aesthetics%C2%AE&query_place_id=ChIJoT4cml1V2YAR6AVp0crmC0M"
"Botoxie - North Park","San Diego","3","Heavenly Aesthetics","173","5.0","1.45","https://www.google.com/maps/search/?api=1&query=Heavenly%20Aesthetics&query_place_id=ChIJGUxJzf_Lj4AR08t1VB4AYlA"
"Revive Med Spa - Mission Valley","San Diego","1","SDBotox - Mission Valley","660","4.9","0.44","https://www.google.com/maps/search/?api=1&query=SDBotox%20-%20Mission%20Valley&query_place_id=ChIJmT-8Mj1V2YARMNgyfHXZihc"
"Revive Med Spa - Mission Valley","San Diego","2","Holden Timeless Beauty San Diego","402","4.9","0.62","https://www.google.com/maps/search/?api=1&query=Holden%20Timeless%20Beauty%20San%20Diego&query_place_id=ChIJ7Ze3GCNV2YARr7aSslsE614"
"Revive Med Spa - Mission Valley","San Diego","3","KQ Aesthetic Society","110","5.0","0.65","https://www.google.com/maps/search/?api=1&query=KQ%20Aesthetic%20Society&query_place_id=ChIJiTlIAUuBBqMRdbK3VDoDyog"
"Ageless & Beautiful Medical Spa","San Diego","1","The Laser Cafe Medical Spa","1355","5.0","0.09","https://www.google.com/maps/search/?api=1&query=The%20Laser%20Cafe%20Medical%20Spa&query_place_id=ChIJ49Oi1dxU2YARzyXeQgULShE"
"Ageless & Beautiful Medical Spa","San Diego","2","Gene Lee Skin Clinic","212","5.0","0.2","https://www.google.com/maps/search/?api=1&query=Gene%20Lee%20Skin%20Clinic&query_place_id=ChIJ3VAB3cFV2YARx37qnGzSwEw"
"Ageless & Beautiful Medical Spa","San Diego","3","Aesthetica Med Spa of San Diego","133","4.9","0.74","https://www.google.com/maps/search/?api=1&query=Aesthetica%20Med%20Spa%20of%20San%20Diego&query_place_id=ChIJKRiULyhV2YARvJ1rURXwXqI"
"SDBotox - Little Italy","San Diego","1","Avalon Laser | San Diego Botox Clinic","262","4.9","0.69","https://www.google.com/maps/search/?api=1&query=Avalon%20Laser%20%7C%20San%20Diego%20Botox%20Clinic&query_place_id=ChIJ6UoOClxT2YARB8ooOE-97PU"
"SDBotox - Little Italy","San Diego","2","Radiance Wellness","209","5.0","0.79","https://www.google.com/maps/search/?api=1&query=Radiance%20Wellness&query_place_id=ChIJjcnFG8ZU2YARTsXFXIBayi4"
"SDBotox - Little Italy","San Diego","3","Aesthetic Nurse Ashley | Aluma Medical","171","5.0","0.67","https://www.google.com/maps/search/?api=1&query=Aesthetic%20Nurse%20Ashley%20%7C%20Aluma%20Medical&query_place_id=ChIJpUv-ZeSr3oARxzL0BMlrZHc"
"Park Medspa Hillcrest","San Diego","1","The Laser Cafe Medical Spa","1355","5.0","0.51","https://www.google.com/maps/search/?api=1&query=The%20Laser%20Cafe%20Medical%20Spa&query_place_id=ChIJ49Oi1dxU2YARzyXeQgULShE"
"Park Medspa Hillcrest","San Diego","2","Gene Lee Skin Clinic","212","5.0","0.4","https://www.google.com/maps/search/?api=1&query=Gene%20Lee%20Skin%20Clinic&query_place_id=ChIJ3VAB3cFV2YARx37qnGzSwEw"
"Park Medspa Hillcrest","San Diego","3","B Medical Spa and Wellness Center","192","4.9","0.74","https://www.google.com/maps/search/?api=1&query=B%20Medical%20Spa%20and%20Wellness%20Center&query_place_id=ChIJw-VIlMdU2YARgpAJUS3Vnlw"
"South Coast MedSpa","San Diego","1","Coastal Medical & Cosmetic Dermatology","1236","4.9","1.02","https://www.google.com/maps/search/?api=1&query=Coastal%20Medical%20%26%20Cosmetic%20Dermatology&query_place_id=ChIJ-66Gp94G3IARS1TwFcuMEdo"
"South Coast MedSpa","San Diego","2","Atossa Medical Spa","367","4.9","0.35","https://www.google.com/maps/search/?api=1&query=Atossa%20Medical%20Spa&query_place_id=ChIJDY1ynJv724ARcQS2LGPUvtA"
"South Coast MedSpa","San Diego","3","La Jolla Cosmetic Medical Spa","224","4.9","1.05","https://www.google.com/maps/search/?api=1&query=La%20Jolla%20Cosmetic%20Medical%20Spa&query_place_id=ChIJNdWN_wYH3IARfSBJ4YvU0zg"
"SDBotox - Pacific Beach","San Diego","1","Skin Medical Spa in San Diego | Skin Tightening | Cryo Fat Freezing | Lipo Cavitation","421","4.9","1.32","https://www.google.com/maps/search/?api=1&query=Skin%20Medical%20Spa%20in%20San%20Diego%20%7C%20Skin%20Tightening%20%7C%20Cryo%20Fat%20Freezing%20%7C%20Lipo%20Cavitation&query_place_id=ChIJ0fkVj7wB3IARJm1vn7X8pR0"
"SDBotox - Pacific Beach","San Diego","2","SlimmThicc Med Spa & Aesthetics","403","4.8","0.11","https://www.google.com/maps/search/?api=1&query=SlimmThicc%20Med%20Spa%20%26%20Aesthetics&query_place_id=ChIJHbQpq9MB3IARJiuylm85I2Y"
"SDBotox - Pacific Beach","San Diego","3","Glowtox Aesthetics - Pacific Beach","202","5.0","0.85","https://www.google.com/maps/search/?api=1&query=Glowtox%20Aesthetics%20-%20Pacific%20Beach&query_place_id=ChIJNW6-ECoB3IARLUSslislnKM"
"SDIM & Spa | San Diego Integrative Medicine & Spa","San Diego","1","Laser Cliniqúe | San Diego's Premier Medical Spa","1066","4.9","9.7","https://www.google.com/maps/search/?api=1&query=Laser%20Cliniq%C3%BAe%20%7C%20San%20Diego's%20Premier%20Medical%20Spa&query_place_id=ChIJW8cQHa4H3IARpLRZJ9lskJU"
"SDIM & Spa | San Diego Integrative Medicine & Spa","San Diego","2","SDBotox - Sabre Springs","307","4.9","2.71","https://www.google.com/maps/search/?api=1&query=SDBotox%20-%20Sabre%20Springs&query_place_id=ChIJn3HDIrz524ARKUADFZCfvAg"
"SDIM & Spa | San Diego Integrative Medicine & Spa","San Diego","3","Coastal Medical Aesthetics","159","4.8","9.27","https://www.google.com/maps/search/?api=1&query=Coastal%20Medical%20Aesthetics&query_place_id=ChIJhz1hzJwI3IARmAAtTwU8VBg"
"ALOderma Med Spa","San Diego","1","SDBotox - Mission Valley","660","4.9","0.7","https://www.google.com/maps/search/?api=1&query=SDBotox%20-%20Mission%20Valley&query_place_id=ChIJmT-8Mj1V2YARMNgyfHXZihc"
"ALOderma Med Spa","San Diego","2","Holden Timeless Beauty San Diego","402","4.9","0.77","https://www.google.com/maps/search/?api=1&query=Holden%20Timeless%20Beauty%20San%20Diego&query_place_id=ChIJ7Ze3GCNV2YARr7aSslsE614"
"ALOderma Med Spa","San Diego","3","Citrus Aesthetics®","370","4.9","0.16","https://www.google.com/maps/search/?api=1&query=Citrus%20Aesthetics%C2%AE&query_place_id=ChIJoT4cml1V2YAR6AVp0crmC0M"
"Skyy Med Spa","San Diego","1","Avalon Laser | San Diego Botox Clinic","262","4.9","0.84","https://www.google.com/maps/search/?api=1&query=Avalon%20Laser%20%7C%20San%20Diego%20Botox%20Clinic&query_place_id=ChIJ6UoOClxT2YARB8ooOE-97PU"
