"primary_spa_name","primary_spa_city","competitor_rank","competitor_name","competitor_review_count","competitor_star_rating","competitor_distance_miles","competitor_gbp_url"
"Facial Mania Med Spa Sarasota","Sarasota","1","Bowtique Med Spa","395","4.8","3.63","https://www.google.com/maps/search/?api=1&query=Bowtique%20Med%20Spa&query_place_id=ChIJjRwpr4VBw4gRXOza3A_PJQA"
"Facial Mania Med Spa Sarasota","Sarasota","2","Aire MedSpa","217","5.0","2.11","https://www.google.com/maps/search/?api=1&query=Aire%20MedSpa&query_place_id=ChIJ8T6Q8NNBw4gRAuZfToLYwro"
"Facial Mania Med Spa Sarasota","Sarasota","3","RMI Med Spa","205","4.9","3.2","https://www.google.com/maps/search/?api=1&query=RMI%20Med%20Spa&query_place_id=ChIJz8Jt529Aw4gRJlIkfygjlj0"
"SkinCare Physicians","Chestnut Hill","1","Joseph A Russo MD","407","4.9","1.36","https://www.google.com/maps/search/?api=1&query=Joseph%20A%20Russo%20MD&query_place_id=ChIJjywWOHWC44kRF-9J7WA7WOo"
"SkinCare Physicians","Chestnut Hill","2","Skin Spa New York - Back Bay","381","4.8","4.6","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20-%20Back%20Bay&query_place_id=ChIJo9Y9lw9644kRR5soqeEBYyk"
"SkinCare Physicians","Chestnut Hill","3","Restore Hyper Wellness","235","4.9","2.29","https://www.google.com/maps/search/?api=1&query=Restore%20Hyper%20Wellness&query_place_id=ChIJmw6-MRGD44kRNRmObW8-CCQ"
"Mermaid Med Spa","Sarasota","1","Elite Medical Spa of Sarasota","725","4.9","2.46","https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Spa%20of%20Sarasota&query_place_id=ChIJ-U36vN9Gw4gROCMgbVbdrwk"
"Mermaid Med Spa","Sarasota","2","Vita Aesthetics","227","5.0","6.15","https://www.google.com/maps/search/?api=1&query=Vita%20Aesthetics&query_place_id=ChIJuU6YSIJBw4gR_1ucqL7rgI4"
"Mermaid Med Spa","Sarasota","3","LUX MedSpa And Wellness Center","129","4.9","6.17","https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20And%20Wellness%20Center&query_place_id=ChIJb73KiVs_w4gRdtXEAkRRxHo"
"Revive Primary Care & Med Spa - McKinney","McKinney","1","Nova Headspa & Medspa","168","5.0","1.96","https://www.google.com/maps/search/?api=1&query=Nova%20Headspa%20%26%20Medspa&query_place_id=ChIJMUoY94kTTIYR55NWiyjBio4"
"Revive Primary Care & Med Spa - McKinney","McKinney","2","Hartwater Aesthetics","107","4.9","1.96","https://www.google.com/maps/search/?api=1&query=Hartwater%20Aesthetics&query_place_id=ChIJyTULhJQVTIYRri1RtAri5nc"
"Revive Primary Care & Med Spa - McKinney","McKinney","3","Immortal Med Spa","56","5.0","1.93","https://www.google.com/maps/search/?api=1&query=Immortal%20Med%20Spa&query_place_id=ChIJc8y5pU0UTIYR0WCBYiL5spU"
"Eternal MedSpa Sarasota","Sarasota","1","Bowtique Med Spa","395","4.8","2.44","https://www.google.com/maps/search/?api=1&query=Bowtique%20Med%20Spa&query_place_id=ChIJjRwpr4VBw4gRXOza3A_PJQA"
"Eternal MedSpa Sarasota","Sarasota","2","Aire MedSpa","217","5.0","1.37","https://www.google.com/maps/search/?api=1&query=Aire%20MedSpa&query_place_id=ChIJ8T6Q8NNBw4gRAuZfToLYwro"
"Eternal MedSpa Sarasota","Sarasota","3","RMI Med Spa","205","4.9","0.31","https://www.google.com/maps/search/?api=1&query=RMI%20Med%20Spa&query_place_id=ChIJz8Jt529Aw4gRJlIkfygjlj0"
"Austin Aesthetic Couture","Round Rock","1","Ginger Allure MedSpa","191","4.9","1.85","https://www.google.com/maps/search/?api=1&query=Ginger%20Allure%20MedSpa&query_place_id=ChIJMQJXhavRRIYRIkwJHW5O5Gw"
"Austin Aesthetic Couture","Round Rock","2","RejuviYouth Health & Wellness Spa","56","5.0","1.22","https://www.google.com/maps/search/?api=1&query=RejuviYouth%20Health%20%26%20Wellness%20Spa&query_place_id=ChIJq6r6nyXRRIYRmLr375D7PWE"
"Austin Aesthetic Couture","Round Rock","3","Texas Needle Queen • Botox & Lip Filler Clinic | Round Rock, TX","53","5.0","1.69","https://www.google.com/maps/search/?api=1&query=Texas%20Needle%20Queen%20%E2%80%A2%20Botox%20%26%20Lip%20Filler%20Clinic%20%7C%20Round%20Rock%2C%20TX&query_place_id=ChIJaeErf0nXRIYRh-52B_Xkm9E"
"River Oaks Galleria Medspa","Houston","1","Glow Medspa Houston","421","4.7","0.5","https://www.google.com/maps/search/?api=1&query=Glow%20Medspa%20Houston&query_place_id=ChIJ1Ws29V7BQIYRitqq8aWriQA"
"River Oaks Galleria Medspa","Houston","2","Skinful Aesthetics","316","4.9","1.22","https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k"
"River Oaks Galleria Medspa","Houston","3","Galleria Aesthetics and Wellness","281","4.8","0.99","https://www.google.com/maps/search/?api=1&query=Galleria%20Aesthetics%20and%20Wellness&query_place_id=ChIJ8ZwATWTBQIYRDDFvSI-MUIw"
"The MedSpa at Galleria","Houston","1","Skinful Aesthetics","316","4.9","1.1","https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k"
"The MedSpa at Galleria","Houston","2","NakedMD Med Spa Houston","258","4.9","1.08","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Houston&query_place_id=ChIJVfPHazPBQIYRwBO3mLEUYFQ"
"The MedSpa at Galleria","Houston","3","River Oaks MedSpa","187","4.8","1.07","https://www.google.com/maps/search/?api=1&query=River%20Oaks%20MedSpa&query_place_id=ChIJL1LGdR3BQIYR5MvMIclvRtM"
"VIO Med Spa","Houston","1","PurA Medical Aesthetics","891","5.0","2.15","https://www.google.com/maps/search/?api=1&query=PurA%20Medical%20Aesthetics&query_place_id=ChIJY9j7YBzBQIYRzzmH-lzMprE"
"VIO Med Spa","Houston","2","NakedMD Med Spa Houston","258","4.9","2.18","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Houston&query_place_id=ChIJVfPHazPBQIYRwBO3mLEUYFQ"
"VIO Med Spa","Houston","3","Glow Medical Aesthetics","235","4.9","0.5","https://www.google.com/maps/search/?api=1&query=Glow%20Medical%20Aesthetics&query_place_id=ChIJrerdWEnAQIYRZs5i7Hk26yw"
"Rejuvenate 528 Regenerative Aesthetics Medical Spa","Sarasota","1","SRQ Med Spa","167","5.0","0.27","https://www.google.com/maps/search/?api=1&query=SRQ%20Med%20Spa&query_place_id=ChIJTdU7zcxBw4gR7sS7bZw_Wmw"
"Rejuvenate 528 Regenerative Aesthetics Medical Spa","Sarasota","2","SkinSpirit Sarasota","112","5.0","0.49","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Sarasota&query_place_id=ChIJVbXSRG1Bw4gRY12huXcLSmA"
"Rejuvenate 528 Regenerative Aesthetics Medical Spa","Sarasota","3","Healthy Way MedSpa","97","4.8","0.57","https://www.google.com/maps/search/?api=1&query=Healthy%20Way%20MedSpa&query_place_id=ChIJh801Dm9Aw4gRhqCqQzx4uYc"
"River Oaks MedSpa","Houston","1","Skinful Aesthetics","316","4.9","0.1","https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k"
"River Oaks MedSpa","Houston","2","NakedMD Med Spa Houston","258","4.9","0.02","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Houston&query_place_id=ChIJVfPHazPBQIYRwBO3mLEUYFQ"
"River Oaks MedSpa","Houston","3","OVME","208","4.7","1.15","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJK8imxazBQIYRbQaRbM5P-Wg"
"It's A Secret Med Spa - Houston","Houston","1","Miliv Med Spa & Facials","446","4.8","0.85","https://www.google.com/maps/search/?api=1&query=Miliv%20Med%20Spa%20%26%20Facials&query_place_id=ChIJIQNO4XDBQIYRwzhP7SIMFLw"
"It's A Secret Med Spa - Houston","Houston","2","Mederna Aesthetic & Wellness Medical Center","231","4.9","0.6","https://www.google.com/maps/search/?api=1&query=Mederna%20Aesthetic%20%26%20Wellness%20Medical%20Center&query_place_id=ChIJh4kKVA3HQIYRWCZ5zbsvFj8"
"It's A Secret Med Spa - Houston","Houston","3","The Skin Clinic","178","4.9","0.83","https://www.google.com/maps/search/?api=1&query=The%20Skin%20Clinic&query_place_id=ChIJXfIVOr7BQIYRpFlfFIutMNE"
"Westlake Dermatology & Cosmetic Surgery - Round Rock","Round Rock","1","Allure Laser & Day Spa","283","4.9","0.93","https://www.google.com/maps/search/?api=1&query=Allure%20Laser%20%26%20Day%20Spa&query_place_id=ChIJW-I2dI7RRIYR9b6gOM4UKPY"
"Westlake Dermatology & Cosmetic Surgery - Round Rock","Round Rock","2","Smooth Aesthetics","250","5.0","1.52","https://www.google.com/maps/search/?api=1&query=Smooth%20Aesthetics&query_place_id=ChIJRahdHpTTRIYRtUYBkZD2fsM"
"Westlake Dermatology & Cosmetic Surgery - Round Rock","Round Rock","3","Organica Aesthetics","78","4.8","1.6","https://www.google.com/maps/search/?api=1&query=Organica%20Aesthetics&query_place_id=ChIJ1S6xlistW4YRWYIDcDZ18wo"
"Beautique Medical Anti-Aging","Knoxville","1","Dolce Medical Spa","864","4.9","0.13","https://www.google.com/maps/search/?api=1&query=Dolce%20Medical%20Spa&query_place_id=ChIJI21zx0UvXIgR9JHGZaISSOg"
"Beautique Medical Anti-Aging","Knoxville","2","Jessica Ellam Medical Aesthetics","447","5.0","0.49","https://www.google.com/maps/search/?api=1&query=Jessica%20Ellam%20Medical%20Aesthetics&query_place_id=ChIJCRd--p8lXIgR4ZKngMdIC2Y"
"Beautique Medical Anti-Aging","Knoxville","3","Culture Aesthetics & Wellness","283","5.0","1.33","https://www.google.com/maps/search/?api=1&query=Culture%20Aesthetics%20%26%20Wellness&query_place_id=ChIJg_h4Ol9qFk4RoRg9S94T6ak"
"Persona Medical Spa","Houston","1","PurA Medical Aesthetics","891","5.0","0.9","https://www.google.com/maps/search/?api=1&query=PurA%20Medical%20Aesthetics&query_place_id=ChIJY9j7YBzBQIYRzzmH-lzMprE"
"Persona Medical Spa","Houston","2","OVME","208","4.7","0.14","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJK8imxazBQIYRbQaRbM5P-Wg"
"Persona Medical Spa","Houston","3","Sousan Med Spa","169","4.8","1.04","https://www.google.com/maps/search/?api=1&query=Sousan%20Med%20Spa&query_place_id=ChIJ9wx4lxbBQIYRqkl36M6CIq8"
"Amora Med Spa","Houston","1","Sisu Clinic Houston","434","4.9","0.57","https://www.google.com/maps/search/?api=1&query=Sisu%20Clinic%20Houston&query_place_id=ChIJmQjKANG_QIYRISoichEUJJ8"
"Amora Med Spa","Houston","2","ZO Skin Centre Houston","238","4.9","1.62","https://www.google.com/maps/search/?api=1&query=ZO%20Skin%20Centre%20Houston&query_place_id=ChIJLyiiPY7BQIYR1_Glq19lX5Q"
"Amora Med Spa","Houston","3","Nia Aesthetics MD","220","5.0","0.46","https://www.google.com/maps/search/?api=1&query=Nia%20Aesthetics%20MD&query_place_id=ChIJv_jykvS_QIYRMdS4mBpUFJg"
"Montrose Med Spa","Houston","1","Sisu Clinic Houston","434","4.9","0.7","https://www.google.com/maps/search/?api=1&query=Sisu%20Clinic%20Houston&query_place_id=ChIJmQjKANG_QIYRISoichEUJJ8"
"Montrose Med Spa","Houston","2","Nia Aesthetics MD","220","5.0","0.89","https://www.google.com/maps/search/?api=1&query=Nia%20Aesthetics%20MD&query_place_id=ChIJv_jykvS_QIYRMdS4mBpUFJg"
"Montrose Med Spa","Houston","3","OVME","208","4.7","1.05","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJK8imxazBQIYRbQaRbM5P-Wg"
"Harmony Med Spa","Sarasota","1","Bowtique Med Spa","395","4.8","0.74","https://www.google.com/maps/search/?api=1&query=Bowtique%20Med%20Spa&query_place_id=ChIJjRwpr4VBw4gRXOza3A_PJQA"
"Harmony Med Spa","Sarasota","2","Cosmetic Skin & Laser Center","260","4.9","2.87","https://www.google.com/maps/search/?api=1&query=Cosmetic%20Skin%20%26%20Laser%20Center&query_place_id=ChIJQfcd1FJAw4gRQOxlbF3UpMo"
"Harmony Med Spa","Sarasota","3","Aire MedSpa","217","5.0","1.27","https://www.google.com/maps/search/?api=1&query=Aire%20MedSpa&query_place_id=ChIJ8T6Q8NNBw4gRAuZfToLYwro"
"New You Med Spa","Houston","1","PurA Medical Aesthetics","891","5.0","2.46","https://www.google.com/maps/search/?api=1&query=PurA%20Medical%20Aesthetics&query_place_id=ChIJY9j7YBzBQIYRzzmH-lzMprE"
"New You Med Spa","Houston","2","Glow Medical Aesthetics","235","4.9","2.02","https://www.google.com/maps/search/?api=1&query=Glow%20Medical%20Aesthetics&query_place_id=ChIJrerdWEnAQIYRZs5i7Hk26yw"
"New You Med Spa","Houston","3","Nia Aesthetics MD","220","5.0","3.08","https://www.google.com/maps/search/?api=1&query=Nia%20Aesthetics%20MD&query_place_id=ChIJv_jykvS_QIYRMdS4mBpUFJg"
"The Total You Medical Spa","Houston","1","Hi Beautiful Aesthetics","439","4.8","4.25","https://www.google.com/maps/search/?api=1&query=Hi%20Beautiful%20Aesthetics&query_place_id=ChIJuy9pdCrDQIYRrwt2oraHarA"
"The Total You Medical Spa","Houston","2","Derma Theory","238","5.0","6.7","https://www.google.com/maps/search/?api=1&query=Derma%20Theory&query_place_id=ChIJKVY4aFfDQIYRuhJcZLNTvTQ"
"The Total You Medical Spa","Houston","3","Skin 101 Medical Spa","182","4.8","0.97","https://www.google.com/maps/search/?api=1&query=Skin%20101%20Medical%20Spa&query_place_id=ChIJuxNyZ5TEQIYREuDj3K-DOw4"
"Artavi Med Spa- Dr. Tarina Desai, MD","Houston","1","Dream Aesthetics Medspa","441","5.0","0.76","https://www.google.com/maps/search/?api=1&query=Dream%20Aesthetics%20Medspa&query_place_id=ChIJKYvA1SPHQIYR56YOfaFfGjw"
"Artavi Med Spa- Dr. Tarina Desai, MD","Houston","2","Mederna Aesthetic & Wellness Medical Center","231","4.9","1.05","https://www.google.com/maps/search/?api=1&query=Mederna%20Aesthetic%20%26%20Wellness%20Medical%20Center&query_place_id=ChIJh4kKVA3HQIYRWCZ5zbsvFj8"
"Artavi Med Spa- Dr. Tarina Desai, MD","Houston","3","The Skin Clinic","178","4.9","0.61","https://www.google.com/maps/search/?api=1&query=The%20Skin%20Clinic&query_place_id=ChIJXfIVOr7BQIYRpFlfFIutMNE"
"Glow Medspa Houston","Houston","1","Skinful Aesthetics","316","4.9","1.25","https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k"
"Glow Medspa Houston","Houston","2","NakedMD Med Spa Houston","258","4.9","1.34","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Houston&query_place_id=ChIJVfPHazPBQIYRwBO3mLEUYFQ"
"Glow Medspa Houston","Houston","3","River Oaks Galleria Medspa","210","4.9","0.5","https://www.google.com/maps/search/?api=1&query=River%20Oaks%20Galleria%20Medspa&query_place_id=ChIJr95seR_BQIYRXertdTuXvVM"
"Sousan Med Spa","Houston","1","Skinful Aesthetics","316","4.9","0.26","https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k"
"Sousan Med Spa","Houston","2","NakedMD Med Spa Houston","258","4.9","0.25","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Houston&query_place_id=ChIJVfPHazPBQIYRwBO3mLEUYFQ"
"Sousan Med Spa","Houston","3","OVME","208","4.7","0.91","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJK8imxazBQIYRbQaRbM5P-Wg"
"Smooth Aesthetics","Round Rock","1","Ginger Allure MedSpa","191","4.9","0.38","https://www.google.com/maps/search/?api=1&query=Ginger%20Allure%20MedSpa&query_place_id=ChIJMQJXhavRRIYRIkwJHW5O5Gw"
"Smooth Aesthetics","Round Rock","2","Organica Aesthetics","78","4.8","0.18","https://www.google.com/maps/search/?api=1&query=Organica%20Aesthetics&query_place_id=ChIJ1S6xlistW4YRWYIDcDZ18wo"
"Smooth Aesthetics","Round Rock","3","Beauty Intelligence","44","4.9","0.32","https://www.google.com/maps/search/?api=1&query=Beauty%20Intelligence&query_place_id=ChIJt6Qg_IjRRIYRzaULeXQnbQA"
"SRQ Med Spa","Sarasota","1","SkinSpirit Sarasota","112","5.0","0.49","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Sarasota&query_place_id=ChIJVbXSRG1Bw4gRY12huXcLSmA"
"SRQ Med Spa","Sarasota","2","Healthy Way MedSpa","97","4.8","0.31","https://www.google.com/maps/search/?api=1&query=Healthy%20Way%20MedSpa&query_place_id=ChIJh801Dm9Aw4gRhqCqQzx4uYc"
"SRQ Med Spa","Sarasota","3","Rejuvenate 528 Regenerative Aesthetics Medical Spa","75","4.9","0.27","https://www.google.com/maps/search/?api=1&query=Rejuvenate%20528%20Regenerative%20Aesthetics%20Medical%20Spa&query_place_id=ChIJLTUJdEZBw4gRBY_YiUq2rrA"
"The Aesthetic Center","Sarasota","1","Sarasota Plastic Surgery Center & Med Spa","371","4.9","1.01","https://www.google.com/maps/search/?api=1&query=Sarasota%20Plastic%20Surgery%20Center%20%26%20Med%20Spa&query_place_id=ChIJ5ezS4U9Aw4gReviEy-6ifpc"
"The Aesthetic Center","Sarasota","2","Vita Aesthetics","227","5.0","1.31","https://www.google.com/maps/search/?api=1&query=Vita%20Aesthetics&query_place_id=ChIJuU6YSIJBw4gR_1ucqL7rgI4"
"The Aesthetic Center","Sarasota","3","Sarasota Facial Aesthetics","147","4.9","1.13","https://www.google.com/maps/search/?api=1&query=Sarasota%20Facial%20Aesthetics&query_place_id=ChIJkwrODERAw4gR1ASl1vzDdPg"
"Sarasota Facial Aesthetics","Sarasota","1","Sarasota Plastic Surgery Center & Med Spa","371","4.9","0.38","https://www.google.com/maps/search/?api=1&query=Sarasota%20Plastic%20Surgery%20Center%20%26%20Med%20Spa&query_place_id=ChIJ5ezS4U9Aw4gReviEy-6ifpc"
"Sarasota Facial Aesthetics","Sarasota","2","The Aesthetic Center","194","4.9","1.13","https://www.google.com/maps/search/?api=1&query=The%20Aesthetic%20Center&query_place_id=ChIJp9PVyG1Aw4gRKx8H6j60Gxs"
"Sarasota Facial Aesthetics","Sarasota","3","Beauty Lounge Med Spa","115","5.0","0.55","https://www.google.com/maps/search/?api=1&query=Beauty%20Lounge%20Med%20Spa&query_place_id=ChIJKRJ8Kc5Bw4gR2qn9sA0D0q0"
"Lakewood Ranch Aesthetics and Wellness","Sarasota","1","Elite Medical Spa of Sarasota","725","4.9","3.22","https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Spa%20of%20Sarasota&query_place_id=ChIJ-U36vN9Gw4gROCMgbVbdrwk"
"Lakewood Ranch Aesthetics and Wellness","Sarasota","2","Vita Aesthetics","227","5.0","5.71","https://www.google.com/maps/search/?api=1&query=Vita%20Aesthetics&query_place_id=ChIJuU6YSIJBw4gR_1ucqL7rgI4"
"Lakewood Ranch Aesthetics and Wellness","Sarasota","3","Mermaid Med Spa","136","4.9","2.65","https://www.google.com/maps/search/?api=1&query=Mermaid%20Med%20Spa&query_place_id=ChIJ9aR5sFk5w4gRmTlKKju1dw8"
"MD Aesthetica MedSpa","Houston","1","Hi Beautiful Aesthetics","439","4.8","3.35","https://www.google.com/maps/search/?api=1&query=Hi%20Beautiful%20Aesthetics&query_place_id=ChIJuy9pdCrDQIYRrwt2oraHarA"
"MD Aesthetica MedSpa","Houston","2","Renud Med Spa","308","4.9","3.82","https://www.google.com/maps/search/?api=1&query=Renud%20Med%20Spa&query_place_id=ChIJN2aE-hTBQIYRZhLibK-xCjQ"
"MD Aesthetica MedSpa","Houston","3","Queen Aesthetics","208","5.0","3.87","https://www.google.com/maps/search/?api=1&query=Queen%20Aesthetics&query_place_id=ChIJ7Rb6SS3BQIYRbj-tCh_7N7E"
"Bowtique Med Spa","Sarasota","1","Cosmetic Skin & Laser Center","260","4.9","2.38","https://www.google.com/maps/search/?api=1&query=Cosmetic%20Skin%20%26%20Laser%20Center&query_place_id=ChIJQfcd1FJAw4gRQOxlbF3UpMo"
"Bowtique Med Spa","Sarasota","2","Aire MedSpa","217","5.0","1.99","https://www.google.com/maps/search/?api=1&query=Aire%20MedSpa&query_place_id=ChIJ8T6Q8NNBw4gRAuZfToLYwro"
"Bowtique Med Spa","Sarasota","3","RMI Med Spa","205","4.9","2.13","https://www.google.com/maps/search/?api=1&query=RMI%20Med%20Spa&query_place_id=ChIJz8Jt529Aw4gRJlIkfygjlj0"
"Cosmetic Skin & Laser Center","Sarasota","1","Sarasota Plastic Surgery Center & Med Spa","371","4.9","0.99","https://www.google.com/maps/search/?api=1&query=Sarasota%20Plastic%20Surgery%20Center%20%26%20Med%20Spa&query_place_id=ChIJ5ezS4U9Aw4gReviEy-6ifpc"
"Cosmetic Skin & Laser Center","Sarasota","2","Sarasota Facial Aesthetics","147","4.9","1.32","https://www.google.com/maps/search/?api=1&query=Sarasota%20Facial%20Aesthetics&query_place_id=ChIJkwrODERAw4gR1ASl1vzDdPg"
"Cosmetic Skin & Laser Center","Sarasota","3","Beauty Lounge Med Spa","115","5.0","0.77","https://www.google.com/maps/search/?api=1&query=Beauty%20Lounge%20Med%20Spa&query_place_id=ChIJKRJ8Kc5Bw4gR2qn9sA0D0q0"
"RMI Med Spa","Sarasota","1","Bowtique Med Spa","395","4.8","2.13","https://www.google.com/maps/search/?api=1&query=Bowtique%20Med%20Spa&query_place_id=ChIJjRwpr4VBw4gRXOza3A_PJQA"
"RMI Med Spa","Sarasota","2","Aire MedSpa","217","5.0","1.16","https://www.google.com/maps/search/?api=1&query=Aire%20MedSpa&query_place_id=ChIJ8T6Q8NNBw4gRAuZfToLYwro"
"RMI Med Spa","Sarasota","3","Harmony Med Spa","164","5.0","1.68","https://www.google.com/maps/search/?api=1&query=Harmony%20Med%20Spa&query_place_id=ChIJUdByUGdBw4gRrFwruukx7Fc"
"PurA Medical Aesthetics","Houston","1","Nia Aesthetics MD","220","5.0","1.41","https://www.google.com/maps/search/?api=1&query=Nia%20Aesthetics%20MD&query_place_id=ChIJv_jykvS_QIYRMdS4mBpUFJg"
"PurA Medical Aesthetics","Houston","2","OVME","208","4.7","0.92","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJK8imxazBQIYRbQaRbM5P-Wg"
"PurA Medical Aesthetics","Houston","3","Persona Medical Spa","146","4.7","0.9","https://www.google.com/maps/search/?api=1&query=Persona%20Medical%20Spa&query_place_id=ChIJb8lQPO3AQIYRVwknJdrPmFY"
"Royal Aesthetics & Injectables","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","1.21","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"Royal Aesthetics & Injectables","Phoenix","2","Morph Aesthetics","197","5.0","0.9","https://www.google.com/maps/search/?api=1&query=Morph%20Aesthetics&query_place_id=ChIJGY6t0PgTK4cRAioPuzv5cTg"
"Royal Aesthetics & Injectables","Phoenix","3","Rise Aesthetics","171","5.0","0.17","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"XIM Aesthetics LLC","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","2.15","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
"XIM Aesthetics LLC","Phoenix","2","Royal Aesthetics & Injectables","193","5.0","2.23","https://www.google.com/maps/search/?api=1&query=Royal%20Aesthetics%20%26%20Injectables&query_place_id=ChIJGwPOOkYTK4cR8Nz-SBcyzSo"
"XIM Aesthetics LLC","Phoenix","3","Rise Aesthetics","171","5.0","2.37","https://www.google.com/maps/search/?api=1&query=Rise%20Aesthetics&query_place_id=ChIJmU1p4VITK4cRZ5dMqP0upww"
"Metropolitan Med Spa","Houston","1","Glow Medspa Houston","421","4.7","1.14","https://www.google.com/maps/search/?api=1&query=Glow%20Medspa%20Houston&query_place_id=ChIJ1Ws29V7BQIYRitqq8aWriQA"
"Metropolitan Med Spa","Houston","2","Galleria Aesthetics and Wellness","281","4.8","0.72","https://www.google.com/maps/search/?api=1&query=Galleria%20Aesthetics%20and%20Wellness&query_place_id=ChIJ8ZwATWTBQIYRDDFvSI-MUIw"
"Metropolitan Med Spa","Houston","3","Derma Theory","238","5.0","1.09","https://www.google.com/maps/search/?api=1&query=Derma%20Theory&query_place_id=ChIJKVY4aFfDQIYRuhJcZLNTvTQ"
"Suddenly Slimmer Med Spa","Phoenix","1","Look Lab Med Spa | Arcadia","1374","5.0","0.3","https://www.google.com/maps/search/?api=1&query=Look%20Lab%20Med%20Spa%20%7C%20Arcadia&query_place_id=ChIJ7W_7DE4NK4cRPVhHcleilcY"
"Suddenly Slimmer Med Spa","Phoenix","2","Med 44 Arcadia","242","5.0","1.55","https://www.google.com/maps/search/?api=1&query=Med%2044%20Arcadia&query_place_id=ChIJN5NhDRxzK4cRf8Cf3UOMa8c"
"Suddenly Slimmer Med Spa","Phoenix","3","Vibrant Skin Bar","152","5.0","1.24","https://www.google.com/maps/search/?api=1&query=Vibrant%20Skin%20Bar&query_place_id=ChIJs5AnX6gNK4cRSHMppJE1zek"
"Chelsea Vacca Medical Aesthetics | Sarasota Botox Fillers Microneedling CO2 Laser Tattoo Removal","Sarasota","1","SRQ Med Spa","167","5.0","0.66","https://www.google.com/maps/search/?api=1&query=SRQ%20Med%20Spa&query_place_id=ChIJTdU7zcxBw4gR7sS7bZw_Wmw"
"Chelsea Vacca Medical Aesthetics | Sarasota Botox Fillers Microneedling CO2 Laser Tattoo Removal","Sarasota","2","SkinSpirit Sarasota","112","5.0","0.17","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Sarasota&query_place_id=ChIJVbXSRG1Bw4gRY12huXcLSmA"
"Chelsea Vacca Medical Aesthetics | Sarasota Botox Fillers Microneedling CO2 Laser Tattoo Removal","Sarasota","3","Healthy Way MedSpa","97","4.8","0.69","https://www.google.com/maps/search/?api=1&query=Healthy%20Way%20MedSpa&query_place_id=ChIJh801Dm9Aw4gRhqCqQzx4uYc"
"Sarasota Plastic Surgery Center & Med Spa","Sarasota","1","Cosmetic Skin & Laser Center","260","4.9","0.99","https://www.google.com/maps/search/?api=1&query=Cosmetic%20Skin%20%26%20Laser%20Center&query_place_id=ChIJQfcd1FJAw4gRQOxlbF3UpMo"
"Sarasota Plastic Surgery Center & Med Spa","Sarasota","2","The Aesthetic Center","194","4.9","1.01","https://www.google.com/maps/search/?api=1&query=The%20Aesthetic%20Center&query_place_id=ChIJp9PVyG1Aw4gRKx8H6j60Gxs"
"Sarasota Plastic Surgery Center & Med Spa","Sarasota","3","Sarasota Facial Aesthetics","147","4.9","0.38","https://www.google.com/maps/search/?api=1&query=Sarasota%20Facial%20Aesthetics&query_place_id=ChIJkwrODERAw4gR1ASl1vzDdPg"
"Torstveit Medical Aesthetics + TMA Med Spa","Phoenix","1","NakedMD Med Spa Phoenix","589","4.9","0.51","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Phoenix&query_place_id=ChIJD7i-uQgTK4cR6aK9Fvplcuw"
